time,data,Grams,Newtons,multiplier,offset
45407,-151751,392.75639,,0.00111,561.2
45492,-195286,344.43254,,0.00111,561.2
45576,-208911,329.30879,,0.00111,561.2
45660,-216604,320.76956,,0.00111,561.2
45744,-220519,316.42391,,0.00111,561.2
45828,-210400,327.656,,0.00111,561.2
45912,-209483,328.67387,,0.00111,561.2
45997,-216713,320.64857,,0.00111,561.2
46081,-218287,318.90143,,0.00111,561.2
46165,-221649,315.16961,,0.00111,561.2
46249,-225896,310.45544,,0.00111,561.2
46333,-226734,309.52526,,0.00111,561.2
46418,-228642,307.40738,,0.00111,561.2
46502,-230240,305.6336,,0.00111,561.2
46586,-229071,306.93119,,0.00111,561.2
46670,-233968,301.49552,,0.00111,561.2
46754,-240673,294.05297,,0.00111,561.2
46838,-243184,291.26576,,0.00111,561.2
46923,-251219,282.34691,,0.00111,561.2
47007,-254331,278.89259,,0.00111,561.2
47091,-251385,282.16265,,0.00111,561.2
47175,-249519,284.23391,,0.00111,561.2
47259,-248135,285.77015,,0.00111,561.2
47343,-246564,287.51396,,0.00111,561.2
47428,-246209,287.90801,,0.00111,561.2
47512,-246121,288.00569,,0.00111,561.2
47596,-245502,288.69278,,0.00111,561.2
47680,-244226,290.10914,,0.00111,561.2
47764,-243792,290.59088,,0.00111,561.2
47848,-243555,290.85395,,0.00111,561.2
47933,-243530,290.8817,,0.00111,561.2
48017,-247599,286.36511,,0.00111,561.2
48101,-255230,277.8947,,0.00111,561.2
48185,-258138,274.66682,,0.00111,561.2
48269,-260390,272.1671,,0.00111,561.2
48354,-257406,275.47934,,0.00111,561.2
48438,-254600,278.594,,0.00111,561.2
48522,-253139,280.21571,,0.00111,561.2
48606,-252106,281.36234,,0.00111,561.2
48690,-250775,282.83975,,0.00111,561.2
48774,-249391,284.37599,,0.00111,561.2
48859,-248355,285.52595,,0.00111,561.2
48943,-247222,286.78358,,0.00111,561.2
49027,-245888,288.26432,,0.00111,561.2
49111,-244963,289.29107,,0.00111,561.2
49195,-244178,290.16242,,0.00111,561.2
49279,-245759,288.40751,,0.00111,561.2
49364,-254669,278.51741,,0.00111,561.2
49448,-264916,267.14324,,0.00111,561.2
49532,-262451,269.87939,,0.00111,561.2
49616,-254838,278.32982,,0.00111,561.2
49700,-252153,281.31017,,0.00111,561.2
49784,-250382,283.27598,,0.00111,561.2
49869,-248855,284.97095,,0.00111,561.2
49953,-247089,286.93121,,0.00111,561.2
50037,-245343,288.86927,,0.00111,561.2
50121,-244347,289.97483,,0.00111,561.2
